synset	label	lemma
10959479-n	O	Epikouros
10959479-n	O	Epikuros
10959857-n	X	Erasmus dari Rotterdam
10960922-n	O	Esaki Leona
10962041-n	X	Ethelred II dari Inggris
10962302-n	O	Euklides
10962423-n	X	Pangeran Eugene dari Savoia
10962423-n	X	Pangeran Eugene dari Savoy
10962837-n	O	Paus Eusebius
10962837-n	X	Eusebius dari Kaisarea
10964520-n	O	Yehezkiel
10965151-n	O	Skala Fahrenheit
10965361-n	O	Douglas Fairbanks Jr.
10970279-n	O	Richard P. Feynman
10970279-n	O	Richard Phillips Feynman - Tokoh Ilmuwan Penemu Elektrodinamika Kuantum
10971528-n	O	Robert Fischer
10971528-n	O	Robert J. Fischer
10972094-n	O	F Fitzgerald
10972094-n	O	F Scott Fitzgerald
10972094-n	O	F. Fitzgerald
10972094-n	O	F.S. Fitzgerald
10972094-n	O	F.S.Fitzgerald
10972094-n	O	Francis Scott Fitzgerald
10972094-n	O	Scott Fitzgerald
10972298-n	X	Edward FitzGerald
10973497-n	O	Howard Florey, Baron Florey
10973497-n	O	Howard Walter Florey
10973497-n	O	Howard Walter Florey, Baron Florey
10973497-n	O	Sir Howard Florey
10977368-n	X	Jacques Anatole François Thibault
10978098-n	X	Fransiskus dari Assisi
10978842-n	O	Francisco Franco Bahamonde
10978842-n	O	Franco Bahamonde
10978842-n	O	Fransisco Franco
10978842-n	O	Jenderal Franco
10978842-n	X	Francisco Paulino Hermenegildo Teódulo Franco y Bahamonde Salgado Pardo
10980448-n	X	Friedrich II dari Prusia
10982870-n	X	Karl Ritter von Frisch
10983007-n	O	Ragnar Kittil Frisch
10985838-n	O	Fulton, Alabama
10986562-n	O	Gabor
10986562-n	O	Gabor Denes
10986562-n	X	Gábor Dénes
10987565-n	O	Galenus
10987724-n	X	Sistem posisi Galileo
10989099-n	O	Georgiy Antonovich Gamov
10990733-n	O	James Abram Garfield
10993098-n	O	Gay Lussac
10993098-n	O	Louis Gay-Lussac
10993507-n	O	Geiger
10994308-n	O	Jenghis Khan
10994660-n	X	Geoffrey dari Monmouth
10995850-n	X	George V dari Britania Raya
10996090-n	X	George VI dari Britania Raya
10996285-n	O	Parish Saint George
10996285-n	O	Saint George, Barbados
10996285-n	O	Santo George
10997997-n	O	Gibran Kahlil Gibran
10997997-n	O	Jibran Khalil Jibran
10997997-n	O	Khalil Gibran
10997997-n	O	Khalil Jibran
10999873-n	O	Gilgames
11000172-n	O	The Gillette Company
11002191-n	O	John H. Glenn
11002191-n	O	John Herschel Glenn
11003276-n	O	Puteri Godiva
11004731-n	O	Sir William G. Golding
11004731-n	O	Sir William Golding
11004731-n	O	William G. Golding
11004731-n	O	William Gerald Golding
11007750-n	O	Mikhail Sergeevich Gorbachev
11010019-n	O	Graf
11010936-n	O	Gram
11011123-n	O	Ulysses S Grant
11013876-n	O	Gregorius Agung
11013876-n	O	Gregorius I
11013876-n	O	Paus Gregorius I
11014212-n	X	Gregorius VII
11014212-n	X	Paus Gregorius VII
11014450-n	X	Gregorius XII
11014450-n	X	Paus Gregorius XII
11014652-n	O	Ugo Buoncompagno
11014652-n	X	Gregorius XIII
11014652-n	X	Paus Gregorius XIII
11020721-n	O	Guthrie, Oklahoma
11021178-n	O	Fritz Haber
11021342-n	O	Hadrianus
11023070-n	O	J.B.S. Haldane
11027294-n	O	Knut Pedersen Hamsun
11032541-n	O	Hart
11032700-n	O	Hart
11036140-n	O	Rutherford B Hayes
11039860-n	O	Ernest Miller Hemingway
11040240-n	O	Henry
11040381-n	O	Henry
11040596-n	O	Henry
11043519-n	X	Henry VIII Tudor
11043519-n	X	Henry VIII dari Inggris
11043519-n	X	Henry VIII of England
11044295-n	O	Herakleitos
11044789-n	O	Herder
11045106-n	O	Hero
11045353-n	X	Herodes yang Agung
11045569-n	O	Herodotos
11046722-n	O	Hertz
11046934-n	O	Heinrich Rudolf Hertz
11046934-n	O	Hertz
11047333-n	O	Hesiodos
11047333-n	O	Hesiodus
11047701-n	O	Rudolf Heß
11047701-n	O	Walter Richard Rudolf Hess
11047701-n	O	Walther Rudolf Hess
11047961-n	O	Walter R. Hess
11048205-n	O	Herman Hesse
11048205-n	O	Hessen
11048879-n	O	Paul Johann Ludwig Heyse
11048879-n	X	Paul von Heyse
11049128-n	O	Hiskia
11049128-n	O	Hizkia
11050537-n	O	Heinrich Luitpold Himmler
11051376-n	O	Hipparkhos
11051632-n	O	Hippokrates
11051822-n	O	Kaisar Hirohito
11051822-n	O	Kaisar Showa
11051822-n	X	Shōwa
11053344-n	O	Hồ Chí Minh
11053344-n	O	Hồ Quang
11053344-n	X	Bác Hồ
11053344-n	X	Lý Thụy
11053344-n	X	Nguyễn Sinh Cung
11053559-n	O	Alan L. Hodgkin
11056654-n	O	holi
11058633-n	O	Herbert C. Hoover
11060416-n	O	Horatius
11063944-n	O	David H. Hubel
11063944-n	O	David Hunter Hubel
11067885-n	O	Hus
11067885-n	O	Johanes Hus
11067885-n	O	Yohanes Hus
11068630-n	O	Edmund Gustav Albrecht Husserl
11069974-n	O	A.F. Huxley
11069974-n	O	Andrew F. Huxley
11070218-n	X	christian huyangens
11071177-n	O	Ignasius Loyola
11071177-n	O	Ignatius Loyola
11071177-n	X	saint ignatius loyola
11071467-n	X	robert indiana
11071960-n	X	Innosensius III
11071960-n	X	Paus Innocentius III
11071960-n	X	Paus Innosensius III
11071960-n	X	Paus Innosentius III
11072189-n	X	Innosensius VIII
11072189-n	X	Paus Innocentius VIII
11072189-n	X	Paus Innosensius VIII
11072189-n	X	Paus Innosentius VIII
11072396-n	X	Innosensius XI
11072396-n	X	Paus Innosensius XI
11072396-n	X	Paus Innosentius XI
11072673-n	X	Innosensius XII
11072673-n	X	Paus Innosensius XII
11072673-n	X	Paus Innosentius XII
11073061-n	O	Ireneus
11073061-n	X	Ireneus dari Lyons
11073061-n	X	Irenæus
11073061-n	X	St. Irenaeus dari Lyons
11073586-n	O	Ishak
11073795-n	X	ratu isabella
11074140-n	O	Yesaya
11074870-n	O	Isakhar
11074870-n	O	Yisakhar
11074870-n	X	Yissaḫar
11074870-n	X	Yiśśâḵār
11075219-n	X	Ivan IV Vasilyevich
11078203-n	O	Joseph-Marie Jacquard
11079544-n	O	Jesse Woodson James
11082535-n	O	Johannes Jensen
11082535-n	O	Johannes V. Jensen
11082842-n	O	Yeremia
11083064-n	O	Eusebius Hieronimus
11083064-n	O	Eusebius Hieronymous
11083064-n	O	Hieronimus
11083064-n	O	Santo Hieronimus
11083064-n	O	Santo Jerome
11083064-n	O	St. Hieronimus
11083064-n	O	St. Hieronymus
11083656-n	O	Yesus
11083656-n	X	Perumpamaan Gembala yang baik
11083656-n	X	yesus kristus
11084110-n	X	el nino
11084789-n	O	Jimenez, Misamis Occidental
11085113-n	O	Mohammad Ali Jinnah
11085267-n	O	Yoakhim
11085924-n	O	Santo Yohanes Penginjil
11085924-n	O	Yohanes Evangelis
11085924-n	X	Yohanes sang Penginjil
11086607-n	X	Paus Yohanes XXIII
11086774-n	O	Krisostomus
11086774-n	O	St. Yohanes Krisostomus
11086774-n	O	Yohanes Krisostomus
11087359-n	O	Santo Yohanes Pembaptis
11087359-n	O	Yohanes Pemandi
11087359-n	O	Yohanes Pembaptis
11087359-n	X	john baptist
11087612-n	O	Paus Yohanes Paulus I
11087612-n	O	Yohanes Paulus I
11087767-n	X	Paus Yohanes Paulus II
11088969-n	X	jean frederic joliot
11089318-n	X	irene joliot curie
11089484-n	O	Joliet, Illinois
11090631-n	X	casey jones
11090884-n	O	Mary Harris
11092292-n	O	Flavius Yosefus
11092292-n	O	Yosefus
11092740-n	O	Joule
11093674-n	O	Yudas Iskariot
11094611-n	O	Gustav Jung
11094611-n	O	Jung
11095123-n	O	Iustinianus I
11095123-n	O	Justinianus
11095123-n	O	Justinianus I
11095123-n	O	Yustianus
11095123-n	O	Yustinianus I
11095123-n	X	Justinianus yang Agung
11096192-n	X	Kamehameha I dari Hawaii
11096645-n	O	E.A. Karlfeldt
11096645-n	O	Erik Axel Eriksson
11100462-n	O	E.C. Kendall
11100462-n	O	Edward C. Kendall
11101986-n	O	Teleskop Kepler
11101986-n	X	Teleskop angkasa Kepler
11101986-n	X	Teleskop luar angkasa Kepler
11104287-n	O	Nikita Khruschev
11104287-n	O	Nikita Kruschev
11104287-n	O	Nikita Sergyevich Chrushyov
11105609-n	O	Kinsey, Alabama
11106290-n	O	Henry A. Kissinger
11106479-n	O	Kitchener, Ontario
11108767-n	O	Konoe Fumimaro
11108767-n	O	Konoye Fumimaro
11108767-n	O	Pangeran Konoye
11109027-n	O	Tjalling C. Koopmans
11111335-n	O	Kroto
11112058-n	O	Kubilai Khan
11112488-n	O	Richard Johann Kuhn
11112628-n	O	G.P. Kuiper
11113266-n	O	Simon S. Kuznets
11113266-n	O	Simon Smith Kuznets
11113601-n	X	Laban bin Betuel
11115131-n	O	Lambert
11115785-n	O	Landau
11120146-n	O	D.H. Lawrence
11120834-n	O	Thomas Edward Lawrens
11123439-n	X	Lê Ðức Thọ
11124961-n	O	Leger
11125080-n	O	Lehar
11125957-n	O	Lenard Fulop
11125957-n	O	Philipp Eduard Anton Lenard
11125957-n	X	Philipp Eduard Anton von Lenard
11125957-n	X	Philipp von Lenard
11127188-n	O	Paus Leo Agung
11127188-n	O	Paus Leo I
11127419-n	X	Paus Leo III
11127565-n	X	Paus Leo IX
11127752-n	O	Paus Leo X
11127996-n	O	Gioacchino Vincenzo Raffaele Luigi Pecci
11129286-n	X	Ferdinand Vicomte de Lesseps
11130291-n	O	C.S. Lewis
11131981-n	O	Ratu Liliuokalani
11131981-n	X	Lili'uokalani
11131981-n	X	Liliuokalani dari Hawaii
11131981-n	X	Ratu Lili'uokalani
11132245-n	O	Lin
11133938-n	O	Fritz A. Lipmann
11133938-n	O	Fritz Lipmann
11134466-n	O	Jonas Ferdinand Gabriel Lippmann
11134730-n	O	Lipscomb, Alabama
11134895-n	O	Lister
11136622-n	O	Nikolai Lobachevsky
11137928-n	O	H.W. Longfellow
11137928-n	O	Henry Longfellow
11137928-n	O	Henry W. Longfellow
11139092-n	X	Louis yang Saleh
11139092-n	X	Ludwig yang Saleh
11139253-n	X	Louis II dari Perancis
11139253-n	X	Louis yang Gagap
11144431-n	X	Béla Lugosi
11146670-n	O	Macarthur
11146670-n	O	Macarthur, New South Wales
11146670-n	X	Douglas McArthur
11146670-n	X	MacArthur, Leyte Utara
11148259-n	O	John James Richard Macleod
11149016-n	X	Fernando de Magelhaens
11149995-n	O	Ibnu Maimun
11150809-n	O	Mihalis Christodoulou Mouskos
11153456-n	X	Benoît Mandelbrot
11154023-n	O	Paul Thomas Mann
11156548-n	O	Maria Antoinette
11156548-n	X	Maria Antonia Josepha Johanna von Habsburg-Lothringen
11156812-n	O	Marini Burhan
11156812-n	O	Marini Sardi
11156812-n	O	Marini Suryosumarno
11156943-n	O	Mark
11157422-n	O	Marks, Rusia
11158982-n	O	George C. Marshall
11159214-n	O	E.G. Marshall
11160200-n	O	Martinus V
11160200-n	O	Paus Martin V
11160200-n	O	Paus Martinus V
11161412-n	O	Maria
11161412-n	O	Mary, Turkmenistan
11162582-n	O	Maria Magdalena
11162915-n	O	Mason
11163041-n	O	Mason
11163160-n	O	Mason
11164163-n	O	Margaretha Geertruida Zelle
11164671-n	O	Matius
11166251-n	O	Maximianus
11170913-n	O	P.B. Medawar
11170913-n	O	Peter B. Medawar
11170913-n	O	Peter Brian Medawar
11171851-n	O	Melanchton
11171851-n	O	Philip Melanchthon
11171851-n	O	Philip Melanchton
11173199-n	O	Gregor Johann Mendel
11178161-n	O	Michaelangelo Buonarroti
11178922-n	X	Ludwig Mies van der Rohe
11180952-n	O	Miltiades Muda
11184092-n	O	Muhammad
11184927-n	O	Molotov
11185044-n	O	Christian Matthias Theodor Mommsen
11185044-n	O	Christian Mommsen
11185044-n	O	T. Mommsen
11185175-n	O	Piet Mondriaan
11190954-n	O	T.H. Morgan
11190954-n	O	Thomas H. Morgan
11190954-n	O	Thomas Morgan
11191251-n	O	Morley, West Yorkshire
11191475-n	O	Mormon
11192666-n	O	Morse
11192666-n	O	Samuel F.B. Morse
11193392-n	O	Musa
11194587-n	O	Husni Mubarak
11194587-n	O	Mubarak
11194587-n	O	Muhammad Hosni Said Mubarak
11194749-n	O	Muhammad
11196627-n	O	Saki
11197743-n	O	Edward Murrow
11198253-n	O	Benito Amilcare Andrea Mussolini
11198375-n	O	Musorgsky
11199234-n	O	James Naysmith
11199394-n	O	Nanak Dev
11199727-n	O	Fridtjof Wedel-Jarlsberg Nansen
11200090-n	O	Napier, Selandia Baru
11200812-n	O	Abdul Nasser
11200812-n	O	Gamal Abdul Nasir
11200812-n	O	Jamal 'Abdun Nashir
11200812-n	O	Jamal Abdul Nasir
11200812-n	O	Jamal Abdun Nashir
11201386-n	O	Salim
11202063-n	X	Nebukadnezar II
11202322-n	O	Nikolas V
11202322-n	O	Paus Nicolaas V
11202322-n	O	Paus Nikolas V
11202322-n	O	Tomaso Parentucelli
11202477-n	O	Namrudz
11204276-n	O	Nestor
11205375-n	O	Newton
11205975-n	O	Nikolas I
11205975-n	O	Paus Nikolas I
11206150-n	X	Nikolas II
11206150-n	X	Paus Nikolas II
11208431-n	O	Nabi Nuh
11208431-n	O	Noah Band
11208431-n	O	Nuh
11208431-n	O	Peterpan Discography
11208431-n	X	Anak-anak Nuh
11208431-n	X	Nuh AS
11209201-n	O	Noguchi Isamu
11209675-n	O	Ronald G.W. Norrish
11209675-n	O	Ronald Norrish
11209990-n	O	John H. Northrop
11211517-n	O	William Ockham
11211696-n	X	Severo Ochoa de Albornoz
11212226-n	O	Odoaker
11212426-n	O	Oersted
11212534-n	O	Jacob Offenbach
11213094-n	O	Ohm
11215070-n	O	Eugene Gladstone O'Neill
11215070-n	O	Eugene O'Neill
11215205-n	O	Ono Yoko
11215205-n	X	Ono Yōko
11215205-n	X	Yōko Ono
11216562-n	O	Origenes
11217182-n	O	Jose Daniel Ortega Saavendra
11217182-n	O	José Daniel Ortega Saavendra
11218473-n	O	Peter O'Toole
11218776-n	O	Ovidius
11219502-n	O	Ozawa Seiji
11224877-n	O	Pasteur
11225469-n	O	Santo Patrick
11225661-n	O	Paul
11225661-n	X	Paulus dari Tarsus
11226126-n	X	Paulus III
11226126-n	X	Paus Paulus III
11226427-n	X	Paus Paulus VI
11226614-n	O	Paul
11226713-n	O	Wolfgang Ernst Pauli
11228153-n	O	I.M. Pei
11228153-n	O	Pei
11228691-n	X	Pelayo dari Asturias
11229095-n	X	Pepin yang Pendek
11229095-n	X	Pippin yang Pendek
11229801-n	O	Perikles
11230021-n	O	Peron
11230977-n	O	Max F. Perutz
11231157-n	O	Simon Petrus
11231433-n	X	Pyotr I dari Rusia
11231943-n	O	Feidias
11232615-n	X	Felipe II dari Spanyol
11232837-n	X	Filipos II dari Makedonia
11232837-n	X	Filipus II dari Makedonia
11232837-n	X	Philip II dari Makedonia
11232837-n	X	Philippos II dari Makedonia
11235112-n	O	Pontius Pilatus
11235112-n	X	pontius pilate
11235510-n	O	Pindaros
11235510-n	O	Pindarus
11235926-n	O	Piston
11236188-n	O	Pitot
11236852-n	X	Paus Pius II
11237075-n	O	Paus Pius V
11237275-n	X	Paus Pius VI
11237550-n	O	Giorgio Barnaba Luigi Chiaramonti
11237550-n	X	Paus Pius VII
11237868-n	O	Giovanni Maria Mastai-Feretti
11237868-n	X	Paus Pius IX
11238092-n	O	Paus Pius X
11238303-n	O	Achille Ambrogio Damiano Ratti
11238303-n	X	Paus Pius XI
11238511-n	X	Paus Pius XII
11238726-n	X	Francisco Pizarro González
11239271-n	O	Plato
11239567-n	O	Plinius
11239567-n	X	Plinius yang Tua
11239765-n	X	Plinius yang Muda
11239989-n	O	Plotinos
11240139-n	O	Plutarkhos
11240139-n	O	Plutarkhus
11240249-n	O	Pocahontaspochonttas
11241106-n	O	Paul Jackson Pollock
11241300-n	O	Polo
11241455-n	O	Polikarpus
11241455-n	O	Pollycarpus
11241455-n	O	Polycarp
11241455-n	X	saint polycarp
11241854-n	O	Pompeius
11242077-n	X	ponce de leon
11242321-n	O	Pons
11242849-n	O	Karl Popper
11243102-n	O	O Henry
11243102-n	O	Porter
11243268-n	O	Porter
11243424-n	O	Porter
11244061-n	X	grigori potemkin
11246255-n	O	Priamos
11246255-n	O	Priamus
11246255-n	O	Raja Priam
11246255-n	X	priam
11249191-n	O	Aleksandr Pushkin
11249890-n	O	Pirros
11249890-n	X	Pirros dari Epiros
11249890-n	X	Pyrrhos dari Epiros
11249890-n	X	Pyrrhus dari Epirus
11250833-n	O	Quincy, Massachusetts
11251384-n	O	Rahel
11252915-n	X	jean philippe rameau
11253097-n	O	Raamses
11253248-n	X	Ramses II
11253248-n	X	raja ramses ii
11255619-n	O	Reaumur
11255775-n	O	Ribka
11255917-n	X	awan merah
11257395-n	O	Tadeusz Reichstein
11260622-n	X	Richard III dari Inggris
11261483-n	O	Armand Jean Du Plessis De Richelieu, Cardinal-Duc De Richelieu
11261483-n	O	Kardinal Richelieu
11261483-n	O	Richelieu, Quebec
11261483-n	X	Armand Jean du Plessis, Cardinal Richelieu
11261483-n	X	Armand-Jean du Plessis de Richelieu
11261483-n	X	Cardinal de Richelieu
11261483-n	X	L'Eminence rouge
11261483-n	X	Richelieu, Armand Jean du Plessis, Duc de
11261804-n	O	Rickenbaker
11263687-n	X	Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta y Rodríguez
11267343-n	X	charles watson wentworth
11268326-n	O	Rontgen
11269515-n	O	Erwin Johannes Eugen Rommel
11269515-n	O	Marshall Erwin Rommel
11272689-n	X	jean jacques rousseau
11275772-n	O	Charles Taze Russel
11276676-n	O	Rutledge, Alabama
11277500-n	O	Sakagawea
11277500-n	O	Sakajawea
11277500-n	O	Sakakawea
11278756-n	O	Salahuddin Ayyubi
11279300-n	X	Salome anak Herodias
11279433-n	O	Solomon
11281174-n	O	Sapir
11281345-n	O	Sapfo
11281555-n	O	Sara
11281555-n	O	Sarai
11282286-n	X	jean paul sartre
11282613-n	O	Talut
11287437-n	X	ernestine schumann heink
11290477-n	O	Glenn Seaborg
11291575-n	O	Seleukos
11291575-n	O	Seleukos I
11291575-n	O	Seleukos I Nicator
11291575-n	O	Seleukos I Nikator
11291575-n	O	Seleukus
11292809-n	O	Sanherib
11293972-n	O	Seton
11294834-n	O	Shah Jehan
11294834-n	O	Syah Jehan
11297263-n	O	Alan B. Shepard
11297263-n	O	Alan Bartlett Shepard
11298810-n	O	William B. Shockley
11300893-n	O	Herbert Simon
11301414-n	X	Simon orang Zelot
11304139-n	X	Paus Siktus IV
11304139-n	X	Siktus IV
11304461-n	O	B.F. Skinner
11305611-n	O	Joseph Smith, Jr.
11306760-n	O	Snead, Alabama
11307759-n	O	Nabi Salomo
11307759-n	O	Raja Salomo
11307759-n	O	Salomo
11307759-n	O	Shelomo
11307759-n	O	Shelomoh
11307759-n	O	Suleiman
11308120-n	O	Aleksandr Isaevich Solzhenitsyn
11308120-n	O	Aleksandr Isayevich Solzhenitsyn
11308120-n	O	Alexander Solzhenitsyn
11308624-n	O	Sophokles
11308988-n	O	John Sousa
11309958-n	O	Berthold Konrad Hermann Albert Speer
11312120-n	O	Josef Stalin
11313911-n	O	Denis
11316249-n	O	Henri-Marie Beyle
11317749-n	O	Adlai E. Stevenson
11318824-n	O	Stoker
11320405-n	O	Harriet B. Stowe
11320405-n	O	Harriet Beecher
11320405-n	O	Harriet E. Stowe
11320405-n	O	Harriet Elizabeth Stowe
11320405-n	O	Harriet Stowe
11323721-n	O	Jenderal Besar Soeharto
11323721-n	O	Muhammad Suharto
11323721-n	O	Presiden Suharto
11323721-n	O	Soeharto
11323721-n	X	Jend. Besar TNI Purn. Haji Muhammad Soeharto
11323849-n	O	Soekarno
11325663-n	X	sun yat sen
11327398-n	X	Paus Silvester II
11327398-n	X	Silvester II
11328714-n	O	William H. Taft
11330026-n	O	Timur
11330228-n	O	Igor Y. Tamm
11330228-n	O	Igor Yevgenyevich Tamm
11330228-n	X	Igor' Evgen'evich Tamm
11332892-n	O	Edward Tatum
11333390-n	O	Dame Elizabeth Rosemond Taylor
11335878-n	O	Bunda Teresa
11335878-n	O	Teresa Terberkati
11335878-n	O	Teresa, Rizal
11336364-n	O	Valentina Vladimirovna Tereshkova
11336668-n	O	Tertulianus
11336668-n	O	Tertullianus
11337779-n	O	Wanita Besi
11337999-n	O	Themistokles
11338172-n	X	Theodosius yang Agung
11340411-n	O	George Thomson
11341614-n	O	Thukidides
11341614-n	O	Thukydides
11341614-n	O	Tusidides
11342301-n	O	Stephanie Hwang
11343507-n	O	Titian
11343507-n	O	Tiziano Vecelli
11345539-n	O	Clyde W. Tombaugh
11346110-n	X	Evangista torricelli
11346873-n	O	Charles H. Townes
11346873-n	O	Charles Hard Townes
11346873-n	O	Charles Townes
11347834-n	O	Trajanus
11349318-n	O	Lev Davidovich Trotski
11349318-n	O	Lev Trotski
11349318-n	O	Lev Trotsky
11349318-n	O	Trotzky
11349318-n	X	Leon trotski
11352035-n	O	Ivan Sergeyevich Turgenev
11354001-n	O	Desmond Mpilo Tutu
11354001-n	O	Tutu
11356636-n	X	Paus Urbanus II
11356636-n	X	Pope Urban II
11356636-n	X	Urbanus II
11356822-n	O	Paus Urbanus V
11356822-n	O	Urbanus V
11357086-n	X	Paus Urban VI
11357086-n	X	Paus Urbanus VI
11357086-n	X	Urbanus VI
11357332-n	X	Paus Urban VIII
11357332-n	X	Paus Urbanus VIII
11357332-n	X	Urbanus VIII
11357514-n	O	Harold C. Urey
11360175-n	X	John H. van Vleck
11360175-n	X	John Hasbrouck van Vleck
11361039-n	O	Varro Reatinus
11362195-n	X	Lope de Vega, Samar Utara
11363412-n	O	Jules Gabriel Verne
11364135-n	X	Gianni Versace S.p.A.
11364799-n	O	Vespasianus
11365857-n	X	Victoria dari Britania Raya
11367725-n	O	Santo Vitus
11371443-n	O	Alfred Wallace
11372896-n	O	Ernest T.S. Walton
11373672-n	O	Otto Warburg
11376742-n	O	Watt
11377712-n	X	Morisŭn, Meriŭn Robŭrt,
11378662-n	O	Maximilian Weber
11380429-n	O	Haim Weizman
11381193-n	O	H.G. Wells
11381193-n	O	Wells, Nevada
11383425-n	O	James Whistler
11383425-n	X	James McNeill Whistler
11383767-n	X	alwyn brooks white
11384566-n	O	Alfred N Whitehead
11384566-n	O	Alfred N. Whitehead
11386138-n	O	E.P. Wigner
11386138-n	O	Wigner Jeno
11386138-n	O	Wigner Jenő
11386138-n	O	Wigner Pal Jeno
11386138-n	X	Wigner Pál Jenő
11386853-n	X	Wilhelm II dari Jerman
11387362-n	O	M.H.F. Wilkins
11388538-n	X	Guillaume sang Penakluk
11389301-n	X	William IV dari Provence
11391234-n	O	C.T.R. Wilson
11391234-n	O	Charles T.R. Wilson
11396338-n	O	Robert B. Woodward
11396338-n	O	Robert Upshur Woodward
11398955-n	O	Rick Wright
11401282-n	O	Xenofon
11401282-n	O	Xenopon
11404402-n	O	Yukawa Hideki
11405176-n	O	Emilio Zapata
11405319-n	O	Zakharia
11405437-n	O	Peter Zeeman
11405684-n	O	Zeno Citium
11405684-n	X	Zeno dari Citium
11405826-n	O	Zeno Elea
11405826-n	X	Zeno dari Elea
11407465-n	O	Teolog Jerman
11407591-n	X	Novelis dan kritikus Perancis; pembela Dreyfus
11408041-n	X	pemain biola Israel
11408148-n	O	Penulis Austria
11408559-n	X	fenomena alam
11408733-n	X	ngambang
11409059-n	O	reaksi kimia
11409329-n	X	alotropis
11409538-n	X	pertukaran kimiawi
11409689-n	O	fotokonduktivitas
11409892-n	O	superkonduktivitas
11409892-n	X	superkonduktifitas
11410023-n	X	perpindahan radiasi
11410023-n	X	pertukaran foto kimiawi
11410172-n	X	emisi cahaya
11410298-n	O	kristalisasi
11411501-n	X	akibat kemudian
11411501-n	X	dampak setelahnya
11411839-n	X	efek bandwagon
11412179-n	X	energi pelepasan
11412334-n	X	efek kupu-kupu
11412993-n	X	efek coattails
11413263-n	O	Efek Coriolis
11413263-n	X	akibat koriolis
11414041-n	X	akibat domino
11414874-n	O	perturbasi
11415084-n	X	gerak variasi
11415342-n	O	daya beli
11416087-n	X	efek placebo
11416534-n	O	efek posisi
11416722-n	X	referberasi
11416988-n	X	situasi balasan
11417387-n	O	efek samping
11417672-n	X	peristiwa geologi
11418011-n	X	endogeni
11418460-n	O	kismat
11418750-n	O	organis
11418750-n	X	peristiwa organik
11419404-n	X	peristiwa fisika
11420139-n	O	aberasi
11420139-n	X	aberasi optik
11420631-n	X	pita serap
11421214-n	X	penyerapan spektrum
11421401-n	X	radiasi aktinik
11421618-n	X	spektrum gerak
11421822-n	X	energi aktif
11421822-n	X	energi aktivasi
11421822-n	X	energi pengaktifan
11422114-n	X	gaya aerodinamis
11422277-n	X	daya aerodinamis
11422446-n	X	pengaruh gaya permukaan
11422822-n	X	gaya tarikan atom
11423756-n	X	gelombang alfa
11423952-n	X	listrik ac
11423952-n	X	listrik arus bolak-balik
11424194-n	X	heterogenesis
11424400-n	X	energi alternatif
11424589-n	X	metagenesis
11424816-n	X	diameter batang pohon
11424938-n	X	angin antitrades
11425401-n	X	fenomena gelombang suara
11425580-n	X	peristiwa atmosfer
11425989-n	O	energi atom
11425989-n	O	energi nuklir
11426125-n	O	energi inti
11426125-n	X	daya nuklir
11426530-n	X	gaya dua benda
11426778-n	X	gaya tarik menarik
11426914-n	X	gaya momentum
11427619-n	X	kompas emas
11427619-n	X	northern light
11427736-n	X	autofluorescence
11428023-n	X	ray of light
11428379-n	O	radiasi
11428567-n	X	berkas elektron
11428567-n	X	sinar katoda
11428567-n	X	sinar katode
11428862-n	X	gelombang beta
11429057-n	X	energi pengikatan
11429057-n	X	energi terpisah
11429238-n	X	bioelektrik
11429356-n	X	arus bise
11429458-n	O	tekanan udara
11429458-n	X	tekanan atmosfer
11429458-n	X	tekanan barometer
11429661-n	X	radiasi benda hitam
11430863-n	X	tekanan arteri
11431302-n	X	nektron
11431617-n	X	udara tenang
11431754-n	O	angin sepoi-sepoi
11432155-n	X	lautan beku
11432387-n	O	angin sepoi-sepoi
11432508-n	O	angin kencang
11432632-n	O	angin kencang
11432758-n	O	angin kencang
11433013-n	O	angin topan
11433140-n	O	Gerak Brown
11433140-n	X	gerak brownian
11433297-n	X	muatan sikat
11433546-n	O	kapasitans
11433546-n	X	kapasitas listrik
11433806-n	X	daya kapilaritas
11434150-n	X	musim dingin panjang
11434448-n	X	gerak benua
11434448-n	X	pergeseran benua
11434448-n	X	teori continental drift
11434448-n	X	teori pergeseran benua
11434594-n	O	sentrifugal
11434594-n	X	gaya sentrifugal
11434747-n	O	sentripetal
11434747-n	X	gaya sentripetal
11435028-n	O	muatan listrik
11435358-n	X	muatan elektrostatik
11435661-n	X	piroelektrisitas
11435871-n	X	muatan positif
11436019-n	X	muatan negatif
11436283-n	O	ikatan kimia
11436929-n	X	hubungan silang
11437577-n	X	radiasi ionisasi
11437957-n	X	ikatan terpusat
11438105-n	X	ikatan senyawa metal
11438468-n	X	energi kimia
11438612-n	X	angin sinok
11438756-n	X	harmattan
11439031-n	O	peredaran darah
11439446-n	X	sirkulasi paru-paru
11440123-n	X	gaya koriolis
11440802-n	X	api santa elmo
11440802-n	X	lucutan korona
11441077-n	X	radiasi cmb
11441077-n	X	radiasi latar belakang gelombang mikro kosmis
11441416-n	O	debu kosmik
11441416-n	X	awan kosmik
11442073-n	X	awan jamur
11442524-n	X	angin cross
11442630-n	O	angin fohn
11442752-n	O	khamsin
11442752-n	X	angin khamsin
11442894-n	X	angin santa ana
11443283-n	O	angin katabatik
11443532-n	O	arus listrik
11443929-n	X	siklosis
11444038-n	X	cahaya matahari
